Grid Size,30
NULL,NodeType,GridX,GridY,Length,Width,Height,PosX,PosY,PosZ
0,1,11,7,6.6667,6.6667,0,-23.7361,-50.6711,0
0,1,12,7,6.6667,6.6667,0,-17.0695,-50.6711,0
0,1,12,8,6.6666,6.6667,0,-17.0695,-44.0044,0
0,1,12,9,6.6667,6.6667,0,-17.0695,-37.3377,0
0,1,11,9,6.6667,6.6667,0,-23.7361,-37.3377,0
0,0,12,8,6.6666,6.6667,0,-17.0695,-44.0044,0
0,1,11,9,6.6667,6.6667,0,-23.7361,-37.3377,0
0,1,11,8,6.6666,6.6667,0,-23.7361,-44.0044,0
0,1,11,7,6.6667,6.6667,0,-23.7361,-50.6711,0
0,1,12,7,6.6667,6.6667,0,-17.0695,-50.6711,0
0,1,13,7,6.6667,6.66662,0,-10.4028,-50.6711,0
0,1,13,8,6.6666,6.66662,0,-10.4028,-44.0044,0
0,1,13,9,6.6667,6.66662,0,-10.4028,-37.3377,0
0,1,12,9,6.6667,6.6667,0,-17.0695,-37.3377,0
0,0,13,8,6.6666,6.66662,0,-10.4028,-44.0044,0
0,1,12,9,6.6667,6.6667,0,-17.0695,-37.3377,0
0,1,12,8,6.6666,6.6667,0,-17.0695,-44.0044,0
0,1,12,7,6.6667,6.6667,0,-17.0695,-50.6711,0
0,1,13,7,6.6667,6.66662,0,-10.4028,-50.6711,0
0,1,14,7,6.6667,6.66667,0,-3.73615,-50.6711,0
0,1,14,8,6.6666,6.66667,0,-3.73615,-44.0044,0
0,1,14,9,6.6667,6.66667,0,-3.73615,-37.3377,0
0,1,13,9,6.6667,6.66662,0,-10.4028,-37.3377,0
0,0,14,8,6.6666,6.66667,0,-3.73615,-44.0044,0
0,1,13,9,6.6667,6.66662,0,-10.4028,-37.3377,0
0,1,13,8,6.6666,6.66662,0,-10.4028,-44.0044,0
0,1,13,7,6.6667,6.66662,0,-10.4028,-50.6711,0
0,1,14,7,6.6667,6.66667,0,-3.73615,-50.6711,0
0,1,15,7,6.6667,6.66667,0,2.93053,-50.6711,0
0,1,15,8,6.6666,6.66667,0,2.93053,-44.0044,0
0,1,15,9,6.6667,6.66667,0,2.93053,-37.3377,0
0,1,14,9,6.6667,6.66667,0,-3.73615,-37.3377,0
0,0,15,8,6.6666,6.66667,0,2.93053,-44.0044,0
0,1,14,9,6.6667,6.66667,0,-3.73615,-37.3377,0
0,1,14,8,6.6666,6.66667,0,-3.73615,-44.0044,0
0,1,14,7,6.6667,6.66667,0,-3.73615,-50.6711,0
0,1,15,7,6.6667,6.66667,0,2.93053,-50.6711,0
0,1,16,7,6.6667,6.66664,0,9.59718,-50.6711,0
0,1,16,8,6.6666,6.66664,0,9.59718,-44.0044,0
0,1,16,9,6.6667,6.66664,0,9.59718,-37.3377,0
0,1,15,9,6.6667,6.66667,0,2.93053,-37.3377,0
0,0,16,8,6.6666,6.66664,0,9.59718,-44.0044,0
0,1,15,9,6.6667,6.66667,0,2.93053,-37.3377,0
0,1,15,8,6.6666,6.66667,0,2.93053,-44.0044,0
0,1,15,7,6.6667,6.66667,0,2.93053,-50.6711,0
0,1,16,7,6.6667,6.66664,0,9.59718,-50.6711,0
0,1,17,7,6.6667,6.6667,0,16.2639,-50.6711,0
0,1,17,8,6.6666,6.6667,0,16.2639,-44.0044,0
0,1,17,9,6.6667,6.6667,0,16.2639,-37.3377,0
0,1,16,9,6.6667,6.66664,0,9.59718,-37.3377,0
0,0,17,8,6.6666,6.6667,0,16.2639,-44.0044,0
0,1,16,9,6.6667,6.66664,0,9.59718,-37.3377,0
0,1,16,8,6.6666,6.66664,0,9.59718,-44.0044,0
0,1,16,7,6.6667,6.66664,0,9.59718,-50.6711,0
0,1,17,7,6.6667,6.6667,0,16.2639,-50.6711,0
0,1,18,7,6.6667,6.6667,0,22.9305,-50.6711,0
0,1,18,8,6.6666,6.6667,0,22.9305,-44.0044,0
0,1,18,9,6.6667,6.6667,0,22.9305,-37.3377,0
0,1,17,9,6.6667,6.6667,0,16.2639,-37.3377,0
0,0,18,8,6.6666,6.6667,0,22.9305,-44.0044,0
0,1,17,9,6.6667,6.6667,0,16.2639,-37.3377,0
0,1,17,8,6.6666,6.6667,0,16.2639,-44.0044,0
0,1,17,7,6.6667,6.6667,0,16.2639,-50.6711,0
0,1,18,7,6.6667,6.6667,0,22.9305,-50.6711,0
0,1,19,7,6.6667,6.6666,0,29.5972,-50.6711,0
0,1,19,8,6.6666,6.6666,0,29.5972,-44.0044,0
0,1,19,9,6.6667,6.6666,0,29.5972,-37.3377,0
0,1,18,9,6.6667,6.6667,0,22.9305,-37.3377,0
0,0,19,8,6.6666,6.6666,0,29.5972,-44.0044,0
0,1,18,9,6.6667,6.6667,0,22.9305,-37.3377,0
0,1,18,8,6.6666,6.6667,0,22.9305,-44.0044,0
0,1,18,7,6.6667,6.6667,0,22.9305,-50.6711,0
0,1,19,7,6.6667,6.6666,0,29.5972,-50.6711,0
0,1,20,7,6.6667,6.6667,0,36.2638,-50.6711,0
0,1,20,8,6.6666,6.6667,0,36.2638,-44.0044,0
0,1,20,9,6.6667,6.6667,0,36.2638,-37.3377,0
0,1,19,9,6.6667,6.6666,0,29.5972,-37.3377,0
0,0,20,8,6.6666,6.6667,0,36.2638,-44.0044,0
0,1,19,9,6.6667,6.6666,0,29.5972,-37.3377,0
0,1,19,8,6.6666,6.6666,0,29.5972,-44.0044,0
0,1,19,7,6.6667,6.6666,0,29.5972,-50.6711,0
0,1,20,7,6.6667,6.6667,0,36.2638,-50.6711,0
0,1,21,7,6.6667,6.6667,0,42.9305,-50.6711,0
0,1,21,8,6.6666,6.6667,0,42.9305,-44.0044,0
0,1,21,9,6.6667,6.6667,0,42.9305,-37.3377,0
0,1,20,9,6.6667,6.6667,0,36.2638,-37.3377,0
0,0,21,8,6.6666,6.6667,0,42.9305,-44.0044,0
0,1,20,9,6.6667,6.6667,0,36.2638,-37.3377,0
0,1,20,8,6.6666,6.6667,0,36.2638,-44.0044,0
0,1,20,7,6.6667,6.6667,0,36.2638,-50.6711,0
0,1,21,7,6.6667,6.6667,0,42.9305,-50.6711,0
0,1,22,7,6.6667,6.6666,0,49.5972,-50.6711,0
0,1,22,8,6.6666,6.6666,0,49.5972,-44.0044,0
0,1,22,9,6.6667,6.6666,0,49.5972,-37.3377,0
0,1,21,9,6.6667,6.6667,0,42.9305,-37.3377,0
0,0,22,8,6.6666,6.6666,0,49.5972,-44.0044,0
0,1,21,9,6.6667,6.6667,0,42.9305,-37.3377,0
0,1,21,8,6.6666,6.6667,0,42.9305,-44.0044,0
0,1,21,7,6.6667,6.6667,0,42.9305,-50.6711,0
0,1,22,7,6.6667,6.6666,0,49.5972,-50.6711,0
0,1,23,7,6.6667,6.6667,0,56.2638,-50.6711,0
0,1,23,8,6.6666,6.6667,0,56.2638,-44.0044,0
0,1,23,9,6.6667,6.6667,0,56.2638,-37.3377,0
0,1,22,9,6.6667,6.6666,0,49.5972,-37.3377,0
0,0,23,8,6.6666,6.6667,0,56.2638,-44.0044,0
0,1,22,9,6.6667,6.6666,0,49.5972,-37.3377,0
0,1,22,8,6.6666,6.6666,0,49.5972,-44.0044,0
0,1,22,7,6.6667,6.6666,0,49.5972,-50.6711,0
0,1,23,7,6.6667,6.6667,0,56.2638,-50.6711,0
0,1,24,7,6.6667,6.6667,0,62.9305,-50.6711,0
0,1,24,8,6.6666,6.6667,0,62.9305,-44.0044,0
0,1,24,9,6.6667,6.6667,0,62.9305,-37.3377,0
0,1,23,9,6.6667,6.6667,0,56.2638,-37.3377,0
0,0,24,8,6.6666,6.6667,0,62.9305,-44.0044,0
0,1,23,9,6.6667,6.6667,0,56.2638,-37.3377,0
0,1,23,8,6.6666,6.6667,0,56.2638,-44.0044,0
0,1,23,7,6.6667,6.6667,0,56.2638,-50.6711,0
0,1,24,7,6.6667,6.6667,0,62.9305,-50.6711,0
0,1,25,7,6.6667,6.6666,0,69.5972,-50.6711,0
0,1,25,8,6.6666,6.6666,0,69.5972,-44.0044,0
0,1,25,9,6.6667,6.6666,0,69.5972,-37.3377,0
0,1,24,9,6.6667,6.6667,0,62.9305,-37.3377,0
0,0,25,8,6.6666,6.6666,0,69.5972,-44.0044,0
0,1,24,9,6.6667,6.6667,0,62.9305,-37.3377,0
0,1,24,8,6.6666,6.6667,0,62.9305,-44.0044,0
0,1,24,7,6.6667,6.6667,0,62.9305,-50.6711,0
0,1,25,7,6.6667,6.6666,0,69.5972,-50.6711,0
0,1,26,7,6.6667,6.6667,0,76.2638,-50.6711,0
0,1,26,8,6.6666,6.6667,0,76.2638,-44.0044,0
0,1,26,9,6.6667,6.6667,0,76.2638,-37.3377,0
0,1,25,9,6.6667,6.6666,0,69.5972,-37.3377,0
0,0,26,8,6.6666,6.6667,0,76.2638,-44.0044,0
0,1,25,9,6.6667,6.6666,0,69.5972,-37.3377,0
0,1,25,8,6.6666,6.6666,0,69.5972,-44.0044,0
0,1,25,7,6.6667,6.6666,0,69.5972,-50.6711,0
0,1,26,7,6.6667,6.6667,0,76.2638,-50.6711,0
0,1,27,7,6.6667,6.6667,0,82.9305,-50.6711,0
0,1,27,8,6.6666,6.6667,0,82.9305,-44.0044,0
0,1,27,9,6.6667,6.6667,0,82.9305,-37.3377,0
0,1,26,9,6.6667,6.6667,0,76.2638,-37.3377,0
0,0,27,8,6.6666,6.6667,0,82.9305,-44.0044,0
0,1,26,9,6.6667,6.6667,0,76.2638,-37.3377,0
0,1,26,8,6.6666,6.6667,0,76.2638,-44.0044,0
0,1,26,7,6.6667,6.6667,0,76.2638,-50.6711,0
0,1,27,7,6.6667,6.6667,0,82.9305,-50.6711,0
0,1,28,7,6.6667,6.6666,0,89.5972,-50.6711,0
0,1,28,8,6.6666,6.6666,0,89.5972,-44.0044,0
0,1,28,9,6.6667,6.6666,0,89.5972,-37.3377,0
0,1,27,9,6.6667,6.6667,0,82.9305,-37.3377,0
0,0,28,8,6.6666,6.6666,0,89.5972,-44.0044,0
0,1,27,9,6.6667,6.6667,0,82.9305,-37.3377,0
0,1,27,8,6.6666,6.6667,0,82.9305,-44.0044,0
0,1,27,7,6.6667,6.6667,0,82.9305,-50.6711,0
0,1,28,7,6.6667,6.6666,0,89.5972,-50.6711,0
0,1,29,7,6.6667,6.6667,0,96.2638,-50.6711,0
0,1,29,8,6.6666,6.6667,0,96.2638,-44.0044,0
0,1,29,9,6.6667,6.6667,0,96.2638,-37.3377,0
0,1,28,9,6.6667,6.6666,0,89.5972,-37.3377,0
0,0,29,8,6.6666,6.6667,0,96.2638,-44.0044,0
0,1,28,9,6.6667,6.6666,0,89.5972,-37.3377,0
0,1,28,8,6.6666,6.6666,0,89.5972,-44.0044,0
0,1,28,7,6.6667,6.6666,0,89.5972,-50.6711,0
0,1,29,7,6.6667,6.6667,0,96.2638,-50.6711,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,29,9,6.6667,6.6667,0,96.2638,-37.3377,0
0,0,0,9,6.6667,6.6669,0,-97.0695,-37.3377,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,0,8,6.6666,6.6669,0,-97.0695,-44.0044,0
0,1,1,8,6.6666,6.6666,0,-90.4028,-44.0044,0
0,1,1,9,6.6667,6.6666,0,-90.4028,-37.3377,0
0,1,1,10,6.6667,6.6666,0,-90.4028,-30.671,0
0,1,0,10,6.6667,6.6669,0,-97.0695,-30.671,0
0,0,1,9,6.6667,6.6666,0,-90.4028,-37.3377,0
0,1,0,10,6.6667,6.6669,0,-97.0695,-30.671,0
0,1,0,9,6.6667,6.6669,0,-97.0695,-37.3377,0
0,1,0,8,6.6666,6.6669,0,-97.0695,-44.0044,0
0,1,1,8,6.6666,6.6666,0,-90.4028,-44.0044,0
0,1,2,8,6.6666,6.6667,0,-83.7362,-44.0044,0
0,1,2,9,6.6667,6.6667,0,-83.7362,-37.3377,0
0,1,2,10,6.6667,6.6667,0,-83.7362,-30.671,0
0,1,1,10,6.6667,6.6666,0,-90.4028,-30.671,0
0,0,2,9,6.6667,6.6667,0,-83.7362,-37.3377,0
0,1,1,10,6.6667,6.6666,0,-90.4028,-30.671,0
0,1,1,9,6.6667,6.6666,0,-90.4028,-37.3377,0
0,1,1,8,6.6666,6.6666,0,-90.4028,-44.0044,0
0,1,2,8,6.6666,6.6667,0,-83.7362,-44.0044,0
0,1,3,8,6.6666,6.6667,0,-77.0695,-44.0044,0
0,1,3,9,6.6667,6.6667,0,-77.0695,-37.3377,0
0,1,3,10,6.6667,6.6667,0,-77.0695,-30.671,0
0,1,2,10,6.6667,6.6667,0,-83.7362,-30.671,0
0,0,3,9,6.6667,6.6667,0,-77.0695,-37.3377,0
0,1,2,10,6.6667,6.6667,0,-83.7362,-30.671,0
0,1,2,9,6.6667,6.6667,0,-83.7362,-37.3377,0
0,1,2,8,6.6666,6.6667,0,-83.7362,-44.0044,0
0,1,3,8,6.6666,6.6667,0,-77.0695,-44.0044,0
0,1,4,8,6.6666,6.6666,0,-70.4028,-44.0044,0
0,1,4,9,6.6667,6.6666,0,-70.4028,-37.3377,0
0,1,4,10,6.6667,6.6666,0,-70.4028,-30.671,0
0,1,3,10,6.6667,6.6667,0,-77.0695,-30.671,0
0,0,4,9,6.6667,6.6666,0,-70.4028,-37.3377,0
0,1,3,10,6.6667,6.6667,0,-77.0695,-30.671,0
0,1,3,9,6.6667,6.6667,0,-77.0695,-37.3377,0
0,1,3,8,6.6666,6.6667,0,-77.0695,-44.0044,0
0,1,4,8,6.6666,6.6666,0,-70.4028,-44.0044,0
0,1,5,8,6.6666,6.6667,0,-63.7362,-44.0044,0
0,1,5,9,6.6667,6.6667,0,-63.7362,-37.3377,0
0,1,5,10,6.6667,6.6667,0,-63.7362,-30.671,0
0,1,4,10,6.6667,6.6666,0,-70.4028,-30.671,0
0,0,5,9,6.6667,6.6667,0,-63.7362,-37.3377,0
0,1,4,10,6.6667,6.6666,0,-70.4028,-30.671,0
0,1,4,9,6.6667,6.6666,0,-70.4028,-37.3377,0
0,1,4,8,6.6666,6.6666,0,-70.4028,-44.0044,0
0,1,5,8,6.6666,6.6667,0,-63.7362,-44.0044,0
0,1,6,8,6.6666,6.6667,0,-57.0695,-44.0044,0
0,1,6,9,6.6667,6.6667,0,-57.0695,-37.3377,0
0,1,6,10,6.6667,6.6667,0,-57.0695,-30.671,0
0,1,5,10,6.6667,6.6667,0,-63.7362,-30.671,0
0,0,6,9,6.6667,6.6667,0,-57.0695,-37.3377,0
0,1,5,10,6.6667,6.6667,0,-63.7362,-30.671,0
0,1,5,9,6.6667,6.6667,0,-63.7362,-37.3377,0
0,1,5,8,6.6666,6.6667,0,-63.7362,-44.0044,0
0,1,6,8,6.6666,6.6667,0,-57.0695,-44.0044,0
0,1,7,8,6.6666,6.6666,0,-50.4028,-44.0044,0
0,1,7,9,6.6667,6.6666,0,-50.4028,-37.3377,0
0,1,7,10,6.6667,6.6666,0,-50.4028,-30.671,0
0,1,6,10,6.6667,6.6667,0,-57.0695,-30.671,0
0,0,7,9,6.6667,6.6666,0,-50.4028,-37.3377,0
0,1,6,10,6.6667,6.6667,0,-57.0695,-30.671,0
0,1,6,9,6.6667,6.6667,0,-57.0695,-37.3377,0
0,1,6,8,6.6666,6.6667,0,-57.0695,-44.0044,0
0,1,7,8,6.6666,6.6666,0,-50.4028,-44.0044,0
0,1,8,8,6.6666,6.6667,0,-43.7362,-44.0044,0
0,1,8,9,6.6667,6.6667,0,-43.7362,-37.3377,0
0,1,8,10,6.6667,6.6667,0,-43.7362,-30.671,0
0,1,7,10,6.6667,6.6666,0,-50.4028,-30.671,0
0,0,8,9,6.6667,6.6667,0,-43.7362,-37.3377,0
0,1,7,10,6.6667,6.6666,0,-50.4028,-30.671,0
0,1,7,9,6.6667,6.6666,0,-50.4028,-37.3377,0
0,1,7,8,6.6666,6.6666,0,-50.4028,-44.0044,0
0,1,8,8,6.6666,6.6667,0,-43.7362,-44.0044,0
0,1,9,8,6.6666,6.6667,0,-37.0695,-44.0044,0
0,1,9,9,6.6667,6.6667,0,-37.0695,-37.3377,0
0,1,9,10,6.6667,6.6667,0,-37.0695,-30.671,0
0,1,8,10,6.6667,6.6667,0,-43.7362,-30.671,0
0,0,9,9,6.6667,6.6667,0,-37.0695,-37.3377,0
0,1,8,10,6.6667,6.6667,0,-43.7362,-30.671,0
0,1,8,9,6.6667,6.6667,0,-43.7362,-37.3377,0
0,1,8,8,6.6666,6.6667,0,-43.7362,-44.0044,0
0,1,9,8,6.6666,6.6667,0,-37.0695,-44.0044,0
0,1,10,8,6.6666,6.6666,0,-30.4028,-44.0044,0
0,1,10,9,6.6667,6.6666,0,-30.4028,-37.3377,0
0,1,10,10,6.6667,6.6666,0,-30.4028,-30.671,0
0,1,9,10,6.6667,6.6667,0,-37.0695,-30.671,0
0,0,10,9,6.6667,6.6666,0,-30.4028,-37.3377,0
0,1,9,10,6.6667,6.6667,0,-37.0695,-30.671,0
0,1,9,9,6.6667,6.6667,0,-37.0695,-37.3377,0
0,1,9,8,6.6666,6.6667,0,-37.0695,-44.0044,0
0,1,10,8,6.6666,6.6666,0,-30.4028,-44.0044,0
0,1,11,8,6.6666,6.6667,0,-23.7361,-44.0044,0
0,1,11,9,6.6667,6.6667,0,-23.7361,-37.3377,0
0,1,11,10,6.6667,6.6667,0,-23.7361,-30.671,0
0,1,10,10,6.6667,6.6666,0,-30.4028,-30.671,0
0,0,11,9,6.6667,6.6667,0,-23.7361,-37.3377,0
0,1,10,10,6.6667,6.6666,0,-30.4028,-30.671,0
0,1,10,9,6.6667,6.6666,0,-30.4028,-37.3377,0
0,1,10,8,6.6666,6.6666,0,-30.4028,-44.0044,0
0,1,11,8,6.6666,6.6667,0,-23.7361,-44.0044,0
0,1,12,8,6.6666,6.6667,0,-17.0695,-44.0044,0
0,1,12,9,6.6667,6.6667,0,-17.0695,-37.3377,0
0,1,12,10,6.6667,6.6667,0,-17.0695,-30.671,0
0,1,11,10,6.6667,6.6667,0,-23.7361,-30.671,0
0,0,12,9,6.6667,6.6667,0,-17.0695,-37.3377,0
0,1,11,10,6.6667,6.6667,0,-23.7361,-30.671,0
0,1,11,9,6.6667,6.6667,0,-23.7361,-37.3377,0
0,1,11,8,6.6666,6.6667,0,-23.7361,-44.0044,0
0,1,12,8,6.6666,6.6667,0,-17.0695,-44.0044,0
0,1,13,8,6.6666,6.66662,0,-10.4028,-44.0044,0
0,1,13,9,6.6667,6.66662,0,-10.4028,-37.3377,0
0,1,13,10,6.6667,6.66662,0,-10.4028,-30.671,0
0,1,12,10,6.6667,6.6667,0,-17.0695,-30.671,0
0,0,13,9,6.6667,6.66662,0,-10.4028,-37.3377,0
0,1,12,10,6.6667,6.6667,0,-17.0695,-30.671,0
0,1,12,9,6.6667,6.6667,0,-17.0695,-37.3377,0
0,1,12,8,6.6666,6.6667,0,-17.0695,-44.0044,0
0,1,13,8,6.6666,6.66662,0,-10.4028,-44.0044,0
0,1,14,8,6.6666,6.66667,0,-3.73615,-44.0044,0
0,1,14,9,6.6667,6.66667,0,-3.73615,-37.3377,0
0,1,14,10,6.6667,6.66667,0,-3.73615,-30.671,0
0,1,13,10,6.6667,6.66662,0,-10.4028,-30.671,0
0,0,14,9,6.6667,6.66667,0,-3.73615,-37.3377,0
0,1,13,10,6.6667,6.66662,0,-10.4028,-30.671,0
0,1,13,9,6.6667,6.66662,0,-10.4028,-37.3377,0
0,1,13,8,6.6666,6.66662,0,-10.4028,-44.0044,0
0,1,14,8,6.6666,6.66667,0,-3.73615,-44.0044,0
0,1,15,8,6.6666,6.66667,0,2.93053,-44.0044,0
0,1,15,9,6.6667,6.66667,0,2.93053,-37.3377,0
0,1,15,10,6.6667,6.66667,0,2.93053,-30.671,0
0,1,14,10,6.6667,6.66667,0,-3.73615,-30.671,0
0,0,15,9,6.6667,6.66667,0,2.93053,-37.3377,0
0,1,14,10,6.6667,6.66667,0,-3.73615,-30.671,0
0,1,14,9,6.6667,6.66667,0,-3.73615,-37.3377,0
0,1,14,8,6.6666,6.66667,0,-3.73615,-44.0044,0
0,1,15,8,6.6666,6.66667,0,2.93053,-44.0044,0
0,1,16,8,6.6666,6.66664,0,9.59718,-44.0044,0
0,1,16,9,6.6667,6.66664,0,9.59718,-37.3377,0
0,1,16,10,6.6667,6.66664,0,9.59718,-30.671,0
0,1,15,10,6.6667,6.66667,0,2.93053,-30.671,0
0,0,16,9,6.6667,6.66664,0,9.59718,-37.3377,0
0,1,15,10,6.6667,6.66667,0,2.93053,-30.671,0
0,1,15,9,6.6667,6.66667,0,2.93053,-37.3377,0
0,1,15,8,6.6666,6.66667,0,2.93053,-44.0044,0
0,1,16,8,6.6666,6.66664,0,9.59718,-44.0044,0
0,1,17,8,6.6666,6.6667,0,16.2639,-44.0044,0
0,1,17,9,6.6667,6.6667,0,16.2639,-37.3377,0
0,1,17,10,6.6667,6.6667,0,16.2639,-30.671,0
0,1,16,10,6.6667,6.66664,0,9.59718,-30.671,0
0,0,17,9,6.6667,6.6667,0,16.2639,-37.3377,0
0,1,16,10,6.6667,6.66664,0,9.59718,-30.671,0
0,1,16,9,6.6667,6.66664,0,9.59718,-37.3377,0
0,1,16,8,6.6666,6.66664,0,9.59718,-44.0044,0
0,1,17,8,6.6666,6.6667,0,16.2639,-44.0044,0
0,1,18,8,6.6666,6.6667,0,22.9305,-44.0044,0
0,1,18,9,6.6667,6.6667,0,22.9305,-37.3377,0
0,1,18,10,6.6667,6.6667,0,22.9305,-30.671,0
0,1,17,10,6.6667,6.6667,0,16.2639,-30.671,0
0,0,18,9,6.6667,6.6667,0,22.9305,-37.3377,0
0,1,17,10,6.6667,6.6667,0,16.2639,-30.671,0
0,1,17,9,6.6667,6.6667,0,16.2639,-37.3377,0
0,1,17,8,6.6666,6.6667,0,16.2639,-44.0044,0
0,1,18,8,6.6666,6.6667,0,22.9305,-44.0044,0
0,1,19,8,6.6666,6.6666,0,29.5972,-44.0044,0
0,1,19,9,6.6667,6.6666,0,29.5972,-37.3377,0
0,1,19,10,6.6667,6.6666,0,29.5972,-30.671,0
0,1,18,10,6.6667,6.6667,0,22.9305,-30.671,0
0,0,19,9,6.6667,6.6666,0,29.5972,-37.3377,0
0,1,18,10,6.6667,6.6667,0,22.9305,-30.671,0
0,1,18,9,6.6667,6.6667,0,22.9305,-37.3377,0
0,1,18,8,6.6666,6.6667,0,22.9305,-44.0044,0
0,1,19,8,6.6666,6.6666,0,29.5972,-44.0044,0
0,1,20,8,6.6666,6.6667,0,36.2638,-44.0044,0
0,1,20,9,6.6667,6.6667,0,36.2638,-37.3377,0
0,1,20,10,6.6667,6.6667,0,36.2638,-30.671,0
0,1,19,10,6.6667,6.6666,0,29.5972,-30.671,0
0,0,20,9,6.6667,6.6667,0,36.2638,-37.3377,0
0,1,19,10,6.6667,6.6666,0,29.5972,-30.671,0
0,1,19,9,6.6667,6.6666,0,29.5972,-37.3377,0
0,1,19,8,6.6666,6.6666,0,29.5972,-44.0044,0
0,1,20,8,6.6666,6.6667,0,36.2638,-44.0044,0
0,1,21,8,6.6666,6.6667,0,42.9305,-44.0044,0
0,1,21,9,6.6667,6.6667,0,42.9305,-37.3377,0
0,1,21,10,6.6667,6.6667,0,42.9305,-30.671,0
0,1,20,10,6.6667,6.6667,0,36.2638,-30.671,0
0,0,21,9,6.6667,6.6667,0,42.9305,-37.3377,0
0,1,20,10,6.6667,6.6667,0,36.2638,-30.671,0
0,1,20,9,6.6667,6.6667,0,36.2638,-37.3377,0
0,1,20,8,6.6666,6.6667,0,36.2638,-44.0044,0
0,1,21,8,6.6666,6.6667,0,42.9305,-44.0044,0
0,1,22,8,6.6666,6.6666,0,49.5972,-44.0044,0
0,1,22,9,6.6667,6.6666,0,49.5972,-37.3377,0
0,1,22,10,6.6667,6.6666,0,49.5972,-30.671,0
0,1,21,10,6.6667,6.6667,0,42.9305,-30.671,0
0,0,22,9,6.6667,6.6666,0,49.5972,-37.3377,0
0,1,21,10,6.6667,6.6667,0,42.9305,-30.671,0
0,1,21,9,6.6667,6.6667,0,42.9305,-37.3377,0
0,1,21,8,6.6666,6.6667,0,42.9305,-44.0044,0
0,1,22,8,6.6666,6.6666,0,49.5972,-44.0044,0
0,1,23,8,6.6666,6.6667,0,56.2638,-44.0044,0
0,1,23,9,6.6667,6.6667,0,56.2638,-37.3377,0
0,1,23,10,6.6667,6.6667,0,56.2638,-30.671,0
0,1,22,10,6.6667,6.6666,0,49.5972,-30.671,0
0,0,23,9,6.6667,6.6667,0,56.2638,-37.3377,0
0,1,22,10,6.6667,6.6666,0,49.5972,-30.671,0
0,1,22,9,6.6667,6.6666,0,49.5972,-37.3377,0
0,1,22,8,6.6666,6.6666,0,49.5972,-44.0044,0
0,1,23,8,6.6666,6.6667,0,56.2638,-44.0044,0
0,1,24,8,6.6666,6.6667,0,62.9305,-44.0044,0
0,1,24,9,6.6667,6.6667,0,62.9305,-37.3377,0
0,1,24,10,6.6667,6.6667,0,62.9305,-30.671,0
0,1,23,10,6.6667,6.6667,0,56.2638,-30.671,0
0,0,24,9,6.6667,6.6667,0,62.9305,-37.3377,0
0,1,23,10,6.6667,6.6667,0,56.2638,-30.671,0
0,1,23,9,6.6667,6.6667,0,56.2638,-37.3377,0
0,1,23,8,6.6666,6.6667,0,56.2638,-44.0044,0
0,1,24,8,6.6666,6.6667,0,62.9305,-44.0044,0
0,1,25,8,6.6666,6.6666,0,69.5972,-44.0044,0
0,1,25,9,6.6667,6.6666,0,69.5972,-37.3377,0
0,1,25,10,6.6667,6.6666,0,69.5972,-30.671,0
0,1,24,10,6.6667,6.6667,0,62.9305,-30.671,0
0,0,25,9,6.6667,6.6666,0,69.5972,-37.3377,0
0,1,24,10,6.6667,6.6667,0,62.9305,-30.671,0
0,1,24,9,6.6667,6.6667,0,62.9305,-37.3377,0
0,1,24,8,6.6666,6.6667,0,62.9305,-44.0044,0
0,1,25,8,6.6666,6.6666,0,69.5972,-44.0044,0
0,1,26,8,6.6666,6.6667,0,76.2638,-44.0044,0
0,1,26,9,6.6667,6.6667,0,76.2638,-37.3377,0
0,1,26,10,6.6667,6.6667,0,76.2638,-30.671,0
0,1,25,10,6.6667,6.6666,0,69.5972,-30.671,0
0,0,26,9,6.6667,6.6667,0,76.2638,-37.3377,0
0,1,25,10,6.6667,6.6666,0,69.5972,-30.671,0
0,1,25,9,6.6667,6.6666,0,69.5972,-37.3377,0
0,1,25,8,6.6666,6.6666,0,69.5972,-44.0044,0
0,1,26,8,6.6666,6.6667,0,76.2638,-44.0044,0
0,1,27,8,6.6666,6.6667,0,82.9305,-44.0044,0
0,1,27,9,6.6667,6.6667,0,82.9305,-37.3377,0
0,1,27,10,6.6667,6.6667,0,82.9305,-30.671,0
0,1,26,10,6.6667,6.6667,0,76.2638,-30.671,0
0,0,27,9,6.6667,6.6667,0,82.9305,-37.3377,0
0,1,26,10,6.6667,6.6667,0,76.2638,-30.671,0
0,1,26,9,6.6667,6.6667,0,76.2638,-37.3377,0
0,1,26,8,6.6666,6.6667,0,76.2638,-44.0044,0
0,1,27,8,6.6666,6.6667,0,82.9305,-44.0044,0
0,1,28,8,6.6666,6.6666,0,89.5972,-44.0044,0
0,1,28,9,6.6667,6.6666,0,89.5972,-37.3377,0
0,1,28,10,6.6667,6.6666,0,89.5972,-30.671,0
0,1,27,10,6.6667,6.6667,0,82.9305,-30.671,0
0,0,28,9,6.6667,6.6666,0,89.5972,-37.3377,0
0,1,27,10,6.6667,6.6667,0,82.9305,-30.671,0
0,1,27,9,6.6667,6.6667,0,82.9305,-37.3377,0
